date;heure;GEN;LOGNES;AUT;PA15L;CERGY;NOGENT;A1;RN2;DEF;RUR-NO;PA18;OPERA;RAMBO;BOB;PA04C;RUR_S;RN6;HAUS;VITRY;RD934;BASCH;ELYS;BP_EST;TREMB
15/04/2017;19;12;16;23;12;13;14;37;19;11;16;15;22;7;10;17;7;19;24;14;26;24;n/d;13;10
15/04/2017;20;12;13;28;14;16;14;42;16;15;9;15;21;6;12;18;7;19;24;16;19;23;n/d;17;13
15/04/2017;21;14;14;21;14;10;16;34;20;13;12;17;14;10;11;20;8;16;16;17;22;21;n/d;18;12
15/04/2017;22;10;13;20;16;7;13;34;13;10;13;15;15;9;10;15;6;18;13;10;20;20;n/d;9;7
15/04/2017;23;7;8;18;15;11;9;28;11;7;10;10;20;7;7;10;7;15;15;13;16;23;n/d;11;7
15/04/2017;24;6;10;22;14;8;9;20;13;8;12;9;15;4;5;12;7;11;11;11;15;15;n/d;8;8
16/04/2017;1;8;10;15;13;10;7;33;17;6;15;9;13;1;8;11;9;13;17;12;13;15;n/d;9;13
16/04/2017;2;9;10;17;14;10;8;30;17;8;12;10;15;7;8;12;9;12;19;13;13;16;n/d;12;11
16/04/2017;3;10;14;18;16;8;11;29;10;7;10;10;12;7;6;12;6;10;15;18;9;16;n/d;10;11
16/04/2017;4;11;14;19;14;14;12;37;16;9;13;11;12;5;7;11;7;13;12;19;13;14;n/d;11;15
16/04/2017;5;11;14;19;11;13;13;32;21;8;10;12;14;8;10;11;9;13;17;13;23;17;n/d;11;14
16/04/2017;6;12;11;15;15;14;13;29;16;10;8;13;16;13;10;14;8;16;15;18;27;21;n/d;13;14
16/04/2017;7;12;14;22;17;12;14;29;23;9;8;13;14;11;9;15;8;14;20;13;22;22;n/d;13;15
16/04/2017;8;14;15;23;21;14;16;30;16;12;10;16;15;9;12;17;12;23;18;17;26;23;n/d;15;15
16/04/2017;9;14;17;28;13;16;17;36;21;11;11;16;12;10;11;17;13;17;22;13;27;23;n/d;18;14
16/04/2017;10;14;18;19;18;15;18;41;21;13;10;17;17;10;12;18;12;15;18;18;32;26;n/d;13;14
16/04/2017;11;12;17;21;18;13;15;46;15;11;7;15;19;12;12;16;11;13;16;8;23;20;n/d;19;13
16/04/2017;12;11;15;19;17;10;11;41;17;8;13;16;14;9;10;15;9;16;19;9;19;25;n/d;17;12
16/04/2017;13;8;12;21;16;11;11;35;19;9;11;12;15;9;8;14;9;17;22;10;13;21;n/d;10;8
16/04/2017;14;10;11;21;21;13;12;32;12;11;9;12;20;6;n/d;14;5;13;22;9;16;18;n/d;12;9
16/04/2017;15;10;11;29;21;14;11;n/d;19;13;11;12;14;13;n/d;17;4;17;17;10;16;28;n/d;17;10
16/04/2017;16;11;13;30;16;14;14;n/d;19;13;10;14;14;8;n/d;18;9;16;20;14;15;23;n/d;15;10
16/04/2017;17;10;14;27;24;11;14;n/d;17;11;12;15;18;6;n/d;17;10;17;18;15;23;27;n/d;15;12
16/04/2017;18;10;15;28;18;14;14;37;16;9;10;12;20;8;n/d;18;11;21;23;13;22;24;n/d;19;10
16/04/2017;19;13;14;30;19;20;12;33;17;10;15;15;16;6;14;17;7;24;16;13;29;24;n/d;17;12
16/04/2017;20;14;14;31;19;11;13;38;17;10;4;14;14;7;15;16;8;29;17;13;30;24;n/d;16;16
16/04/2017;21;14;17;29;21;12;17;n/d;21;11;10;13;19;8;14;16;13;20;19;13;25;23;n/d;13;16
16/04/2017;22;11;18;25;20;10;17;52;21;12;13;14;16;8;12;14;8;14;19;12;22;24;n/d;11;18
16/04/2017;23;10;15;24;15;10;11;40;17;11;13;10;15;8;9;14;9;20;20;9;18;14;n/d;11;18
16/04/2017;24;11;14;18;15;13;11;40;12;8;9;10;15;8;7;14;6;20;18;16;24;18;n/d;12;16
17/04/2017;1;11;11;16;14;11;10;28;16;6;12;11;12;8;9;13;7;16;16;13;16;15;n/d;14;19
17/04/2017;2;10;12;11;12;10;11;37;20;9;9;11;12;10;10;13;9;13;19;15;16;16;n/d;10;13
17/04/2017;3;n/d;13;13;11;14;12;28;18;10;11;10;15;13;9;13;9;13;28;14;12;17;n/d;12;11
17/04/2017;4;n/d;13;18;14;14;13;38;19;10;14;12;15;8;8;14;9;19;15;11;11;16;n/d;12;12
17/04/2017;5;12;13;18;15;14;14;37;21;12;11;15;12;6;15;15;8;14;18;14;17;20;n/d;19;16
17/04/2017;6;14;15;21;17;11;15;48;20;12;13;17;23;8;12;14;10;18;18;16;17;24;n/d;17;15
17/04/2017;7;14;20;21;15;17;15;41;20;13;12;18;19;14;17;16;8;18;23;18;21;23;n/d;19;15
17/04/2017;8;13;20;17;20;17;18;30;19;14;14;17;21;14;14;17;10;23;19;20;25;25;n/d;19;14
17/04/2017;9;15;19;24;21;16;19;29;19;17;11;15;26;13;15;21;10;21;22;18;25;21;n/d;20;18
17/04/2017;10;11;14;22;13;9;n/d;19;12;13;11;15;18;12;9;19;11;22;15;15;22;17;n/d;8;14
17/04/2017;11;9;9;24;12;8;n/d;32;14;10;9;12;10;13;8;13;11;11;13;11;16;19;n/d;10;8
17/04/2017;12;9;12;19;12;6;n/d;51;12;8;8;8;13;8;8;14;11;19;19;11;19;20;n/d;15;10
17/04/2017;13;12;14;19;12;5;n/d;35;14;7;5;11;14;7;5;n/d;7;13;22;17;13;29;n/d;19;9
17/04/2017;14;9;10;20;10;8;n/d;31;12;8;7;12;11;5;7;13;6;19;14;8;12;24;n/d;12;8
17/04/2017;15;8;9;22;12;8;n/d;41;13;9;9;12;12;5;8;11;5;6;18;11;14;20;n/d;14;10
17/04/2017;16;6;8;24;10;6;n/d;42;17;8;8;12;13;4;6;12;7;12;19;8;13;26;n/d;18;9
17/04/2017;17;8;9;26;8;7;n/d;24;14;6;10;18;12;6;9;13;10;18;16;8;19;22;n/d;18;7
17/04/2017;18;9;11;35;10;10;n/d;25;18;8;10;16;13;7;10;13;9;18;14;15;15;23;n/d;18;8
17/04/2017;19;9;13;18;10;11;n/d;31;16;6;8;14;17;6;7;14;5;13;16;13;20;21;n/d;15;11
17/04/2017;20;10;12;24;12;12;n/d;25;18;8;7;17;19;7;9;12;9;17;17;12;16;18;n/d;26;11
17/04/2017;21;13;14;26;11;11;n/d;30;23;13;10;15;18;11;15;14;9;13;15;12;21;20;n/d;18;14
17/04/2017;22;14;17;21;16;14;n/d;24;24;9;11;15;20;7;12;15;9;19;17;21;16;20;n/d;20;13
17/04/2017;23;11;19;18;9;14;n/d;23;16;12;12;12;20;11;12;15;9;19;14;11;18;27;n/d;21;11
17/04/2017;24;10;16;18;15;13;n/d;17;14;10;12;12;13;11;9;18;11;15;14;12;16;16;n/d;18;9
18/04/2017;1;10;15;15;10;11;n/d;22;21;8;14;13;12;9;6;16;11;16;24;10;14;14;n/d;19;11
18/04/2017;2;12;13;21;15;10;n/d;18;17;8;17;14;11;9;9;15;14;18;16;13;16;13;n/d;13;11
18/04/2017;3;13;12;17;16;13;n/d;22;18;8;10;14;12;15;8;14;16;16;17;16;18;19;n/d;16;12
18/04/2017;4;15;13;30;17;10;n/d;34;20;9;11;14;16;11;13;13;14;20;18;11;21;19;n/d;25;13
18/04/2017;5;22;14;50;20;18;n/d;48;30;13;14;14;15;12;11;14;13;27;19;17;35;23;n/d;24;14
18/04/2017;6;27;18;49;28;22;n/d;60;50;17;11;16;21;17;13;17;16;43;23;22;46;33;n/d;28;19
18/04/2017;7;32;20;32;28;22;n/d;51;33;22;12;21;25;14;22;18;n/d;36;24;21;46;34;n/d;35;22
18/04/2017;8;41;22;38;30;13;n/d;47;45;26;17;30;24;11;31;24;n/d;31;37;23;40;34;n/d;34;26
18/04/2017;9;31;23;36;22;17;n/d;59;71;27;15;23;28;14;24;22;12;24;31;18;29;36;n/d;30;20
18/04/2017;10;n/d;19;33;25;6;n/d;40;29;26;9;22;32;12;9;24;14;27;31;20;26;36;n/d;32;12
18/04/2017;11;n/d;13;26;12;5;17;28;21;21;10;21;25;12;9;19;17;22;21;17;19;29;n/d;22;13
18/04/2017;12;n/d;10;21;15;5;13;45;25;12;9;17;18;n/d;11;17;14;28;n/d;16;24;34;n/d;33;8
18/04/2017;13;n/d;10;26;21;9;16;45;22;16;7;19;22;n/d;8;15;10;15;n/d;21;24;26;n/d;33;6
18/04/2017;14;16;9;26;15;14;14;52;55;16;6;17;20;n/d;11;14;12;13;34;16;22;34;n/d;20;10
18/04/2017;15;15;14;40;19;9;11;49;28;19;6;19;21;n/d;12;20;12;22;32;17;22;35;n/d;29;10
18/04/2017;16;9;11;32;17;7;10;86;17;13;6;15;16;9;11;15;10;24;24;15;16;22;n/d;24;6
18/04/2017;17;9;9;28;15;8;10;47;23;16;10;13;20;10;7;10;12;22;22;11;19;24;n/d;21;8
18/04/2017;18;9;8;30;14;7;9;38;19;14;10;14;20;7;5;9;13;18;14;9;13;21;n/d;24;11
18/04/2017;19;10;9;29;17;8;10;30;22;13;8;11;17;8;5;10;12;19;21;12;19;28;n/d;28;10
18/04/2017;20;11;12;29;16;11;12;34;24;11;10;14;21;12;11;13;10;18;17;13;34;26;n/d;20;13
18/04/2017;21;12;14;30;20;11;14;30;17;12;12;15;19;11;14;11;9;19;19;13;25;30;n/d;19;13
18/04/2017;22;11;13;24;10;12;12;29;17;11;14;14;12;16;11;10;11;20;21;13;15;26;n/d;18;10
18/04/2017;23;14;11;22;12;16;11;22;21;12;11;13;19;10;6;12;15;16;17;14;11;22;n/d;21;10
18/04/2017;24;13;11;22;18;6;10;25;29;10;13;13;19;11;6;14;10;20;19;16;14;20;n/d;22;10
19/04/2017;1;12;13;18;16;10;13;30;20;11;12;13;17;13;11;13;12;18;11;15;21;25;n/d;17;11
19/04/2017;2;13;14;18;19;9;15;27;18;12;9;14;14;13;9;15;9;17;14;18;21;19;n/d;18;11
19/04/2017;3;13;15;23;19;8;14;29;22;13;11;16;16;12;13;16;14;15;19;17;29;26;n/d;19;13
19/04/2017;4;16;15;46;22;18;18;47;24;16;19;19;18;10;17;16;18;27;18;20;36;29;n/d;32;16
19/04/2017;5;21;17;44;25;23;21;54;32;17;21;22;21;12;25;21;18;31;23;27;41;39;n/d;42;17
19/04/2017;6;25;21;39;29;23;25;58;41;25;23;28;25;23;27;26;21;34;33;31;53;44;n/d;45;22
19/04/2017;7;28;25;42;34;26;31;65;51;35;28;35;36;21;31;35;24;39;38;35;49;46;n/d;44;28
19/04/2017;8;31;32;61;36;30;36;69;48;41;29;40;43;19;34;36;19;36;43;38;37;49;n/d;53;30
19/04/2017;9;32;35;67;38;24;35;64;48;50;28;39;45;24;30;38;15;29;38;31;32;47;n/d;54;33
19/04/2017;10;31;31;51;35;18;34;55;43;42;25;35;51;22;22;38;17;32;34;27;28;43;n/d;49;29
19/04/2017;11;27;25;31;30;15;27;65;29;36;13;29;33;17;14;32;18;28;38;33;27;38;n/d;38;18
19/04/2017;12;19;23;25;28;14;29;80;36;27;15;23;38;19;16;24;17;26;36;22;29;42;n/d;37;16
19/04/2017;13;21;28;30;34;21;29;75;40;29;17;23;19;13;18;24;19;32;39;22;29;41;n/d;29;14
19/04/2017;14;18;22;47;35;15;21;60;31;25;17;20;30;21;19;21;24;29;53;23;29;37;n/d;28;17
19/04/2017;15;18;20;48;26;14;22;57;33;23;16;17;27;15;12;26;20;31;40;23;26;30;n/d;32;16
19/04/2017;16;19;20;30;28;13;20;52;30;18;16;22;27;20;12;25;16;27;24;26;21;35;n/d;36;13
19/04/2017;17;18;19;37;27;17;20;57;21;21;18;21;30;17;14;19;17;22;26;21;23;32;n/d;32;14
19/04/2017;18;15;16;37;24;14;n/d;57;30;21;18;20;21;18;16;16;17;24;28;15;27;44;n/d;31;15
19/04/2017;19;15;20;43;20;16;18;45;28;18;22;19;30;17;14;19;11;25;34;17;25;39;n/d;36;17
19/04/2017;20;18;18;34;26;19;18;44;31;16;20;19;25;21;16;19;11;26;25;19;32;30;n/d;35;19
19/04/2017;21;18;18;41;24;19;19;37;30;17;18;20;22;18;16;21;20;25;26;21;20;32;n/d;35;18
19/04/2017;22;19;18;43;28;22;20;46;32;19;21;20;21;23;17;31;19;24;31;23;20;34;n/d;33;17
19/04/2017;23;18;21;39;26;16;22;55;34;19;17;21;20;18;17;24;17;21;27;20;24;33;n/d;34;19
19/04/2017;24;18;23;37;23;23;23;36;31;18;21;21;22;23;15;22;16;24;26;n/d;27;29;n/d;32;23
20/04/2017;1;21;22;34;21;19;24;42;29;21;19;22;22;23;16;31;16;20;23;23;39;29;n/d;33;23
20/04/2017;2;19;20;33;21;23;23;33;33;18;25;23;23;18;15;23;19;25;26;n/d;22;29;n/d;32;22
20/04/2017;3;21;23;39;26;24;22;38;29;17;21;23;24;16;16;21;22;22;24;24;33;28;n/d;30;22
20/04/2017;4;21;24;54;20;23;22;77;32;18;23;23;25;23;23;21;15;24;25;22;44;29;n/d;45;23
20/04/2017;5;23;22;52;25;26;25;65;39;18;25;25;23;38;23;23;15;31;35;20;43;34;n/d;54;24
20/04/2017;6;26;26;59;35;29;26;51;51;23;31;31;28;28;32;25;22;37;37;33;66;47;n/d;57;25
20/04/2017;7;30;28;43;39;26;32;60;61;31;25;43;44;43;36;32;18;40;51;32;79;47;n/d;46;34
20/04/2017;8;33;28;44;40;27;33;69;n/d;43;22;52;55;22;27;39;19;31;61;31;49;37;n/d;44;40
20/04/2017;9;34;20;57;19;21;27;65;n/d;41;22;47;43;17;27;29;15;20;44;18;22;31;n/d;37;28
20/04/2017;10;28;11;44;21;17;21;43;34;30;14;26;34;16;13;19;10;20;32;19;14;29;n/d;28;21
20/04/2017;11;17;12;35;20;17;14;49;26;22;15;20;27;11;12;17;8;22;31;16;14;23;n/d;29;14
20/04/2017;12;15;15;38;22;12;14;51;31;21;12;18;26;19;12;19;8;17;26;12;16;28;n/d;29;14
20/04/2017;13;17;12;36;28;16;20;37;29;19;18;15;25;15;13;21;9;23;28;19;15;25;n/d;30;14
20/04/2017;14;17;15;34;24;13;24;43;33;20;14;18;26;19;11;20;9;16;29;23;21;26;n/d;24;16
20/04/2017;15;18;16;29;24;16;21;50;27;25;21;20;24;18;15;19;11;19;40;20;21;29;n/d;28;13
20/04/2017;16;17;11;29;21;13;17;33;27;23;16;24;34;19;14;22;12;21;30;19;14;33;n/d;27;14
20/04/2017;17;15;13;32;19;16;16;26;27;17;14;21;33;18;13;20;12;18;27;17;21;26;n/d;29;12
20/04/2017;18;16;14;29;22;15;19;32;35;23;19;23;34;17;16;19;13;21;29;17;20;24;n/d;30;14
20/04/2017;19;21;15;41;23;23;18;43;37;22;24;22;29;19;16;20;12;28;29;19;26;30;n/d;40;19
20/04/2017;20;22;18;41;28;31;20;45;34;23;26;26;27;21;16;23;16;26;31;23;65;33;n/d;51;24
20/04/2017;21;24;22;45;31;29;27;44;38;25;32;30;24;24;15;26;13;28;33;26;27;38;n/d;42;22
20/04/2017;22;24;25;41;30;26;33;47;45;25;30;32;39;20;25;27;16;27;42;25;28;33;n/d;45;23
20/04/2017;23;26;28;38;25;30;30;48;33;24;25;35;40;21;26;27;14;26;30;26;23;26;n/d;37;28
20/04/2017;24;30;32;44;20;25;26;50;37;24;27;28;24;22;20;22;16;28;24;19;22;23;n/d;37;33
21/04/2017;1;29;30;65;22;36;22;38;36;26;27;26;24;23;40;22;14;25;26;25;22;24;n/d;35;34
21/04/2017;2;32;26;64;26;29;22;42;31;27;28;28;27;18;22;24;17;30;29;23;22;35;n/d;45;38
21/04/2017;3;32;26;68;29;27;28;53;44;28;33;29;28;22;26;28;14;32;33;18;23;32;n/d;40;28
21/04/2017;4;34;45;80;30;34;37;74;46;29;31;32;31;23;30;33;18;27;33;27;37;42;n/d;58;28
21/04/2017;5;36;40;84;30;36;36;86;56;30;33;36;42;33;32;35;20;37;40;28;42;51;n/d;57;34
21/04/2017;6;50;32;75;39;43;42;122;95;35;33;43;48;42;42;41;19;44;52;46;64;67;n/d;60;34
21/04/2017;7;51;36;48;59;45;59;84;95;52;34;50;48;50;60;46;18;56;70;58;76;70;n/d;68;40
21/04/2017;8;60;43;55;55;43;62;95;66;64;29;62;61;28;52;55;28;54;73;55;64;72;n/d;72;57
21/04/2017;9;64;42;61;45;28;49;87;60;63;22;62;57;22;40;55;24;43;60;43;42;68;n/d;56;57
21/04/2017;10;61;33;60;47;24;40;63;52;44;41;49;51;20;29;45;23;35;58;52;30;54;n/d;43;45
21/04/2017;11;47;34;55;32;22;39;62;51;40;25;40;51;19;27;42;21;30;47;42;32;50;n/d;43;36
21/04/2017;12;36;33;57;46;21;43;60;40;44;21;37;41;21;27;40;19;23;50;33;31;46;n/d;49;30
21/04/2017;13;31;31;58;41;21;38;46;39;36;20;35;44;19;28;36;15;21;39;31;42;36;n/d;37;25
21/04/2017;14;25;28;38;35;11;33;54;35;32;20;28;34;21;28;35;16;23;36;32;34;40;n/d;30;24
21/04/2017;15;21;22;33;27;15;29;39;28;25;18;25;30;14;11;30;18;26;28;24;37;30;n/d;35;22
21/04/2017;16;22;18;41;23;12;27;34;25;21;26;25;31;24;18;26;23;33;32;19;32;33;n/d;42;25
21/04/2017;17;21;23;43;26;17;23;36;29;28;19;28;37;22;17;26;28;32;28;22;36;32;n/d;31;28
21/04/2017;18;17;24;47;22;19;24;42;30;29;20;24;25;27;21;27;23;29;21;19;33;30;n/d;30;24
21/04/2017;19;22;25;49;24;20;25;43;33;26;23;27;31;23;20;27;20;44;33;24;34;44;n/d;51;21
21/04/2017;20;26;22;53;28;23;23;47;41;23;20;27;36;25;24;28;25;54;30;25;35;46;n/d;53;21
21/04/2017;21;28;24;47;23;25;25;44;51;23;25;27;38;25;20;28;24;31;31;26;37;37;n/d;48;22
21/04/2017;22;27;25;56;27;25;26;50;84;21;22;29;26;21;23;29;23;39;28;24;33;34;n/d;54;25
21/04/2017;23;30;23;51;27;29;26;50;42;25;21;29;33;21;24;28;23;36;33;28;21;32;n/d;44;29
21/04/2017;24;41;26;58;31;28;26;42;39;31;22;28;37;24;27;29;22;30;29;26;22;36;n/d;30;30
22/04/2017;1;38;27;63;35;24;28;46;42;38;22;25;33;25;25;32;19;28;31;21;27;36;n/d;40;27
22/04/2017;2;35;30;59;32;27;30;41;40;34;19;31;35;22;27;32;21;27;35;34;28;36;n/d;46;27
22/04/2017;3;37;28;48;25;25;28;53;38;27;18;33;35;23;27;32;22;24;33;32;31;41;n/d;38;26
22/04/2017;4;33;27;56;31;20;31;50;33;27;19;31;35;24;34;33;27;29;29;34;30;40;n/d;37;26
22/04/2017;5;32;30;56;27;24;35;59;35;28;18;31;32;21;30;32;29;29;27;35;32;45;n/d;35;30
22/04/2017;6;31;35;58;25;23;35;66;42;26;23;32;43;23;32;32;25;34;34;27;47;45;n/d;32;32
22/04/2017;7;32;38;52;29;27;35;60;42;27;25;31;47;23;29;34;26;36;33;32;47;44;n/d;38;33
22/04/2017;8;33;40;45;34;27;41;61;40;29;33;33;40;22;31;37;22;39;41;33;58;41;n/d;29;35
22/04/2017;9;35;38;47;36;35;41;53;43;30;36;37;41;22;28;38;21;41;38;31;51;53;n/d;40;34
22/04/2017;10;38;40;51;35;39;45;48;39;34;35;41;41;28;29;43;19;44;46;41;52;45;n/d;43;32
22/04/2017;11;36;37;47;35;30;34;48;33;35;35;39;43;25;21;37;19;40;39;23;43;45;n/d;35;32
22/04/2017;12;30;27;33;30;16;30;40;28;29;16;33;31;24;20;34;17;41;41;29;29;38;n/d;32;28
22/04/2017;13;26;26;34;27;17;26;41;28;26;18;28;30;24;17;33;21;37;37;23;34;37;n/d;32;21
22/04/2017;14;21;24;28;21;17;26;34;30;20;18;24;27;17;15;29;22;29;26;20;30;32;n/d;23;20
22/04/2017;15;22;22;42;21;22;23;42;29;20;18;23;22;15;15;25;18;31;31;19;32;31;n/d;26;21
22/04/2017;16;28;24;44;35;26;27;54;43;26;23;28;30;16;26;30;22;33;43;36;34;48;n/d;42;28
22/04/2017;17;26;31;37;31;14;30;40;36;28;20;34;38;17;22;34;20;37;37;36;24;43;n/d;39;21
22/04/2017;18;18;24;29;20;12;22;33;31;19;13;29;32;27;13;29;29;35;23;23;21;33;n/d;36;20
22/04/2017;19;15;20;29;13;11;22;35;27;15;14;25;22;21;10;22;20;25;20;21;18;29;n/d;44;15
22/04/2017;20;15;14;32;18;13;17;32;27;17;12;21;24;14;13;20;19;27;16;13;11;24;n/d;35;13
22/04/2017;21;17;13;28;18;13;15;n/d;27;13;11;17;18;15;12;19;13;25;22;11;15;25;n/d;32;15
22/04/2017;22;17;16;45;17;17;18;n/d;32;14;21;21;30;15;13;20;12;19;21;17;19;28;n/d;34;17
22/04/2017;23;19;21;28;20;20;19;n/d;27;15;18;24;25;13;20;22;10;18;25;19;17;30;n/d;34;20
22/04/2017;24;19;22;29;19;22;19;n/d;29;17;21;22;26;17;19;23;15;22;22;22;19;25;n/d;32;18
23/04/2017;1;18;18;28;14;15;16;n/d;25;14;16;20;20;19;15;21;16;20;24;21;17;25;n/d;28;14
23/04/2017;2;16;17;20;16;15;16;n/d;20;13;13;18;18;18;13;19;17;20;21;12;17;17;n/d;21;14
23/04/2017;3;16;17;19;13;17;15;n/d;27;13;13;15;18;13;13;14;12;n/d;19;13;17;18;n/d;26;12
23/04/2017;4;17;18;17;18;13;15;n/d;20;12;17;16;16;14;12;15;10;18;16;12;11;23;n/d;26;13
23/04/2017;5;16;17;30;16;11;17;n/d;23;15;11;17;17;11;15;17;11;19;16;24;14;25;n/d;33;13
23/04/2017;6;18;16;36;16;12;19;n/d;33;15;10;19;21;15;19;19;13;16;21;18;17;24;n/d;35;15
23/04/2017;7;19;19;30;18;16;20;n/d;30;15;12;19;22;14;18;20;11;17;24;20;17;25;n/d;28;19
23/04/2017;8;19;21;38;16;17;18;n/d;29;17;10;23;19;12;12;20;12;17;24;17;21;40;n/d;27;17
23/04/2017;9;13;16;36;10;15;15;n/d;20;11;9;21;n/d;11;9;16;9;17;25;12;15;22;n/d;26;12
23/04/2017;10;12;10;50;15;9;12;n/d;24;10;7;14;n/d;17;7;n/d;6;14;17;20;12;18;n/d;25;7
23/04/2017;11;11;14;37;14;13;11;n/d;23;11;9;15;n/d;13;10;n/d;9;16;17;15;15;21;n/d;21;12
23/04/2017;12;11;12;30;19;9;13;n/d;29;9;13;13;n/d;15;9;18;11;16;18;14;18;21;n/d;21;12
23/04/2017;13;11;11;38;21;14;13;n/d;22;11;10;16;n/d;10;18;17;9;17;18;13;14;21;n/d;27;13
23/04/2017;14;13;12;22;15;13;12;n/d;24;11;13;18;n/d;9;13;15;11;19;21;17;19;21;n/d;26;12
23/04/2017;15;13;13;28;18;13;15;n/d;30;13;11;17;n/d;14;13;18;9;14;20;16;14;24;n/d;23;9
23/04/2017;16;14;12;24;21;13;15;n/d;17;14;7;18;20;11;10;19;8;17;30;13;18;23;n/d;28;12
23/04/2017;17;15;13;25;20;12;14;n/d;24;10;15;21;21;15;10;18;11;16;24;12;20;23;n/d;26;14
23/04/2017;18;15;16;27;21;16;15;n/d;24;10;10;23;17;14;8;19;11;19;21;14;14;23;n/d;34;15
23/04/2017;19;15;14;30;16;12;15;n/d;26;17;16;21;17;15;18;18;9;16;20;16;18;25;n/d;29;12
23/04/2017;20;15;15;27;18;20;16;n/d;32;14;16;17;23;15;15;18;10;17;18;18;21;26;n/d;34;14
23/04/2017;21;16;18;31;17;16;18;n/d;28;14;14;20;19;14;17;19;12;19;16;19;19;24;n/d;39;18
23/04/2017;22;16;19;33;17;17;19;n/d;29;14;20;20;21;14;19;20;10;22;21;24;18;29;n/d;36;19
23/04/2017;23;17;19;30;20;20;19;n/d;39;15;14;19;24;12;15;21;12;24;21;20;17;25;n/d;40;17
23/04/2017;24;18;19;43;20;17;21;n/d;30;16;11;21;21;12;14;19;13;19;21;18;25;15;n/d;33;19
24/04/2017;1;18;20;37;16;17;25;n/d;20;18;12;21;20;16;14;17;10;21;19;16;19;18;n/d;21;20
24/04/2017;2;17;19;39;17;15;22;n/d;23;16;14;18;19;14;14;16;11;20;16;16;14;25;n/d;22;21
24/04/2017;3;17;17;56;22;13;19;n/d;20;18;14;17;17;13;17;17;10;23;18;19;20;22;n/d;24;22
24/04/2017;4;20;16;67;19;21;22;n/d;25;18;10;17;15;15;16;18;15;27;20;17;23;28;n/d;31;20
24/04/2017;5;28;17;62;18;22;23;n/d;35;17;10;19;14;26;18;18;12;21;24;22;24;32;n/d;37;20
24/04/2017;6;33;20;67;26;24;27;n/d;45;23;11;25;28;32;29;22;14;49;37;45;46;59;n/d;62;20
24/04/2017;7;43;22;41;41;27;33;n/d;56;33;16;39;47;46;33;29;13;44;47;46;57;55;n/d;39;26
24/04/2017;8;99;26;34;44;23;40;n/d;43;46;17;48;53;35;38;40;11;38;54;35;49;64;n/d;47;29
24/04/2017;9;91;26;57;36;15;37;n/d;n/d;42;14;42;48;24;30;45;12;37;47;39;49;62;n/d;36;29
24/04/2017;10;58;25;28;22;17;30;n/d;38;35;14;35;46;14;35;35;16;20;28;27;37;47;n/d;28;29
24/04/2017;11;24;23;36;29;11;27;61;32;30;16;24;33;12;14;29;14;23;29;32;34;39;n/d;35;19
24/04/2017;12;21;20;39;33;13;28;52;35;26;15;22;29;13;20;28;19;23;35;29;37;42;n/d;35;14
24/04/2017;13;22;22;42;27;12;28;41;29;23;15;22;29;13;14;30;18;27;30;26;29;35;n/d;34;19
24/04/2017;14;24;23;34;21;14;28;43;26;23;11;22;35;14;23;30;13;32;40;36;37;34;n/d;43;25
24/04/2017;15;20;23;37;20;15;30;61;28;18;26;25;31;17;22;26;15;32;33;27;40;33;n/d;28;27
24/04/2017;16;19;25;32;22;14;29;43;62;19;13;22;24;18;15;24;17;45;37;23;34;34;n/d;26;19
24/04/2017;17;16;25;31;18;16;24;40;23;24;20;20;29;15;17;25;16;43;30;17;43;36;n/d;21;21
24/04/2017;18;15;21;50;18;17;23;40;25;19;21;19;32;11;15;23;16;28;28;16;37;30;n/d;22;20
24/04/2017;19;20;17;36;28;15;19;64;34;19;10;21;20;9;17;24;16;20;23;20;37;40;n/d;25;20
24/04/2017;20;19;20;35;20;15;21;43;23;18;9;21;25;9;11;24;14;23;24;24;33;30;n/d;20;22
24/04/2017;21;16;19;41;16;10;18;29;19;11;6;21;20;9;12;18;11;20;23;12;24;25;n/d;16;18
24/04/2017;22;15;16;53;17;8;13;32;19;11;7;18;18;8;11;14;10;20;17;16;25;19;n/d;12;16
24/04/2017;23;11;15;52;15;11;10;25;13;12;8;11;16;6;12;11;9;17;10;14;19;17;n/d;14;14
24/04/2017;24;11;15;28;12;9;9;23;9;11;5;12;11;6;10;11;8;23;14;14;23;14;n/d;10;14
25/04/2017;1;11;12;26;11;10;9;22;17;10;8;10;12;9;13;11;5;17;12;11;22;15;n/d;9;11
25/04/2017;2;13;11;21;12;12;11;27;12;12;15;10;13;9;14;11;3;17;16;18;13;20;n/d;12;12
25/04/2017;3;15;14;20;16;15;16;34;19;14;12;14;16;12;17;15;5;17;21;21;18;22;n/d;16;11
25/04/2017;4;16;18;29;16;10;20;35;24;15;15;16;21;14;8;14;7;18;16;18;33;20;n/d;17;15
25/04/2017;5;19;15;27;15;7;15;35;28;13;9;13;15;12;9;12;10;22;17;15;34;23;n/d;25;13
25/04/2017;6;22;12;20;11;8;14;27;14;9;6;11;8;9;5;11;13;21;9;14;29;15;n/d;18;9
25/04/2017;7;21;7;28;12;11;9;30;19;12;7;8;6;6;4;9;9;28;16;16;23;18;n/d;10;4
25/04/2017;8;23;9;35;19;18;13;55;28;20;16;15;12;9;7;11;7;19;25;20;27;30;n/d;26;10
25/04/2017;9;26;16;40;24;20;17;55;41;25;20;18;22;15;22;17;6;17;29;22;24;41;n/d;51;16
