date;heure;GEN;GON;A1;RUR-SE;RN6;RAMBO;RUR_S;BOB;PA04C;VITRY;AUT;RUR_N;BP_EST
23/03/2017;21;10;9;16;4;15;4;6;7;14;13;11;8;20
23/03/2017;22;12;9;21;1;13;12;9;10;10;12;11;12;19
23/03/2017;23;14;15;14;0;7;9;5;13;13;15;13;9;24
23/03/2017;24;15;10;16;2;3;14;2;14;14;12;11;13;15
24/03/2017;1;14;12;14;3;3;13;11;15;13;11;7;17;15
24/03/2017;2;10;17;10;1;6;8;7;8;10;12;12;16;12
24/03/2017;3;10;17;9;1;10;3;4;7;7;11;10;11;13
24/03/2017;4;12;15;11;4;6;0;3;12;13;12;10;14;13
24/03/2017;5;11;34;18;11;8;2;5;19;15;11;17;19;27
24/03/2017;6;13;18;32;7;11;2;7;17;13;16;23;16;34
24/03/2017;7;16;18;29;5;13;3;9;21;22;19;28;12;30
24/03/2017;8;21;15;31;3;17;6;5;23;26;19;25;15;29
24/03/2017;9;23;21;35;10;19;11;9;24;24;26;20;16;28
24/03/2017;10;24;23;31;7;21;7;7;22;28;24;31;20;40
24/03/2017;11;24;19;25;3;7;9;5;21;31;17;37;17;30
24/03/2017;12;21;15;26;4;9;13;15;18;26;16;25;19;23
24/03/2017;13;21;17;22;3;12;14;8;21;24;15;24;16;21
24/03/2017;14;22;26;30;6;15;11;7;24;26;19;26;18;34
24/03/2017;15;24;23;32;15;22;17;11;24;29;26;34;23;32
24/03/2017;16;26;23;32;21;25;26;22;22;29;24;32;23;32
24/03/2017;17;26;25;28;21;26;24;25;26;31;29;35;22;33
24/03/2017;18;29;26;31;25;26;27;27;23;31;26;33;18;35
24/03/2017;19;29;27;35;25;33;22;27;32;31;29;29;20;44
24/03/2017;20;34;24;43;21;38;32;25;35;33;33;32;26;35
24/03/2017;21;33;32;33;24;35;30;30;28;39;28;34;33;35
24/03/2017;22;36;33;40;23;35;32;33;31;39;31;52;32;41
24/03/2017;23;36;27;37;27;32;26;29;29;38;35;35;32;36
24/03/2017;24;33;31;40;22;34;25;33;27;35;25;30;37;38
25/03/2017;1;33;27;34;25;26;24;23;26;35;27;28;35;29
25/03/2017;2;34;29;30;27;20;20;26;29;37;20;27;24;31
25/03/2017;3;31;23;30;23;17;20;22;27;34;19;29;27;25
25/03/2017;4;28;22;27;25;21;19;18;22;32;28;29;26;28
25/03/2017;5;27;27;27;19;22;25;17;19;28;28;26;27;30
25/03/2017;6;28;24;29;25;24;24;23;23;30;31;32;33;32
25/03/2017;7;29;24;29;25;28;26;21;25;30;24;35;30;34
25/03/2017;8;30;27;28;30;28;21;23;28;29;25;36;33;29
25/03/2017;9;31;21;28;21;24;22;26;28;30;25;34;30;34
25/03/2017;10;30;20;25;23;23;23;23;22;30;24;31;21;28
25/03/2017;11;28;23;23;20;19;16;22;20;29;25;26;22;31
25/03/2017;12;26;21;23;14;17;16;19;13;28;16;28;20;27
25/03/2017;13;23;15;17;14;17;19;19;14;25;17;18;18;25
25/03/2017;14;21;12;16;22;15;18;16;12;21;14;21;19;21
25/03/2017;15;18;16;16;14;12;13;14;11;21;16;21;16;16
25/03/2017;16;17;13;22;16;10;13;14;8;18;10;18;15;14
25/03/2017;17;16;9;8;14;13;12;15;8;15;10;20;15;17
25/03/2017;18;10;8;11;17;19;8;13;12;14;13;19;18;17
25/03/2017;19;13;17;16;8;17;9;16;14;15;12;17;20;27
25/03/2017;20;19;17;20;14;17;12;15;14;15;11;21;16;19
25/03/2017;21;22;20;20;12;14;11;14;13;18;14;21;19;19
25/03/2017;22;19;18;21;16;11;9;8;13;23;17;24;20;20
25/03/2017;23;19;15;20;10;11;17;10;17;21;18;20;13;25
25/03/2017;24;17;19;22;13;11;11;9;13;19;14;18;14;22
26/03/2017;1;17;12;18;10;8;11;10;13;17;15;19;14;17
26/03/2017;2;16;11;20;9;13;9;14;15;17;15;21;16;23
26/03/2017;3;16;14;15;7;11;10;10;9;26;10;15;13;17
26/03/2017;4;16;18;12;13;11;9;9;14;17;9;13;21;16
26/03/2017;5;17;13;17;9;16;9;13;15;14;8;19;15;19
26/03/2017;6;15;13;22;9;15;9;12;14;14;9;23;15;17
26/03/2017;7;14;12;18;11;15;10;17;17;13;15;18;14;14
26/03/2017;8;15;11;21;15;15;9;11;10;13;17;21;15;18
26/03/2017;9;15;14;17;7;12;10;11;11;14;9;20;10;19
26/03/2017;10;15;9;20;8;8;11;14;11;15;15;18;13;21
26/03/2017;11;16;14;19;5;7;13;11;13;17;10;15;39;13
26/03/2017;12;17;13;12;6;5;7;9;9;17;11;14;17;19
26/03/2017;13;19;16;12;8;4;6;12;9;17;10;16;11;16
26/03/2017;14;17;12;17;4;12;8;7;8;15;6;14;13;18
26/03/2017;15;15;12;18;11;9;7;9;13;14;7;11;12;21
26/03/2017;16;13;17;15;6;13;6;9;13;16;12;11;18;18
26/03/2017;17;16;19;21;5;13;10;7;15;16;13;20;14;17
26/03/2017;18;18;14;22;5;18;8;6;23;18;18;13;16;25
26/03/2017;19;21;23;21;8;18;8;6;19;21;17;16;14;28
26/03/2017;20;21;20;27;14;21;16;8;23;25;17;22;19;31
26/03/2017;21;23;25;32;13;23;19;9;26;27;18;18;21;40
26/03/2017;22;31;24;36;14;25;15;11;33;28;22;28;17;36
26/03/2017;23;36;22;29;10;25;18;10;30;30;30;33;21;31
26/03/2017;24;33;25;29;15;20;16;16;31;34;26;32;28;39
27/03/2017;1;34;26;35;16;17;21;22;30;45;30;34;24;31
27/03/2017;2;32;23;29;17;24;21;16;31;37;28;34;27;34
27/03/2017;3;30;23;30;15;21;21;22;25;30;26;27;21;29
27/03/2017;4;29;27;33;19;20;27;24;26;29;24;31;30;32
27/03/2017;5;30;26;37;22;30;32;24;32;30;28;39;28;45
27/03/2017;6;31;27;36;20;29;31;26;28;28;29;41;24;39
27/03/2017;7;32;24;39;12;33;28;25;26;29;32;29;24;29
27/03/2017;8;31;26;33;12;28;20;19;28;29;26;30;17;28
27/03/2017;9;31;16;31;17;18;14;22;21;26;21;25;22;28
27/03/2017;10;32;21;29;12;15;12;15;20;25;16;24;18;27
27/03/2017;11;28;18;22;11;15;9;16;13;26;14;27;16;23
27/03/2017;12;27;17;23;11;13;9;14;16;23;13;23;20;23
27/03/2017;13;20;15;20;13;11;7;14;12;22;10;20;16;27
27/03/2017;14;19;12;20;16;14;15;13;15;20;12;16;14;18
27/03/2017;15;18;12;19;12;13;8;15;11;18;15;14;14;24
27/03/2017;16;17;17;22;9;16;12;13;18;20;16;15;15;20
27/03/2017;17;19;15;15;8;15;10;11;19;22;17;22;17;21
27/03/2017;18;24;21;27;6;16;11;10;18;24;20;23;22;30
27/03/2017;19;26;25;35;6;21;7;9;23;27;32;24;19;39
27/03/2017;20;31;33;42;6;22;8;9;35;30;25;28;20;42
27/03/2017;21;36;26;44;6;23;14;9;32;34;28;44;22;43
27/03/2017;22;37;27;42;18;20;17;10;37;35;25;48;21;45
27/03/2017;23;36;24;39;16;17;27;11;37;33;29;42;21;43
27/03/2017;24;35;25;33;17;15;16;11;36;33;24;38;22;37
28/03/2017;1;33;24;31;17;16;16;9;27;30;26;33;25;37
28/03/2017;2;33;27;37;13;19;12;8;29;30;30;33;24;36
28/03/2017;3;33;20;34;14;13;11;9;28;33;30;24;25;43
28/03/2017;4;33;22;44;16;18;14;9;29;34;36;25;29;41
28/03/2017;5;37;24;54;8;25;16;9;30;35;32;34;35;46
28/03/2017;6;42;29;60;10;29;16;7;37;36;29;29;32;44
28/03/2017;7;50;46;58;12;26;20;8;36;34;28;25;30;48
28/03/2017;8;53;39;53;10;15;14;7;34;36;21;22;21;38
28/03/2017;9;29;15;25;4;11;11;6;27;24;11;13;13;14
28/03/2017;10;10;9;25;3;9;6;8;11;14;6;12;9;8
28/03/2017;11;8;4;19;3;7;6;8;11;11;5;14;8;18
28/03/2017;12;8;6;13;5;11;8;9;9;11;10;11;5;12
28/03/2017;13;8;8;17;4;8;6;6;8;12;6;13;6;10
28/03/2017;14;6;10;23;4;7;5;6;7;12;5;9;6;8
28/03/2017;15;5;8;14;4;12;4;6;7;11;4;9;9;7
28/03/2017;16;5;6;17;7;10;8;5;7;9;0;7;13;7
28/03/2017;17;9;9;21;3;15;11;4;11;10;4;13;7;6
28/03/2017;18;8;9;14;5;12;8;9;10;11;8;14;9;7
28/03/2017;19;8;8;23;6;17;11;8;8;12;7;17;8;12
28/03/2017;20;6;9;21;14;7;9;5;8;14;13;14;5;15
28/03/2017;21;10;9;18;12;17;9;7;13;15;17;14;6;17
28/03/2017;22;10;9;20;9;12;4;7;9;16;13;29;7;15
28/03/2017;23;7;8;13;6;8;2;5;10;13;10;14;8;15
28/03/2017;24;11;9;16;3;14;5;6;9;10;9;8;7;11
29/03/2017;1;11;7;12;11;10;5;9;7;7;9;8;7;7
29/03/2017;2;8;6;10;12;10;8;6;8;7;7;8;6;7
29/03/2017;3;6;11;12;9;9;9;3;8;7;6;7;5;10
29/03/2017;4;7;11;12;9;12;4;7;8;8;14;9;5;20
29/03/2017;5;8;13;21;7;11;3;5;13;8;12;16;6;28
29/03/2017;6;8;17;24;7;20;3;6;13;8;13;22;8;33
29/03/2017;7;9;20;29;7;17;4;6;15;12;11;16;9;32
29/03/2017;8;10;20;21;5;18;5;7;15;13;14;15;11;n/d
29/03/2017;9;7;17;26;7;17;6;18;20;14;13;15;9;n/d
29/03/2017;10;10;20;21;7;7;5;4;12;15;11;13;8;25
29/03/2017;11;13;13;20;5;6;1;4;11;14;12;16;7;19
29/03/2017;12;7;9;19;5;3;1;4;8;14;8;10;8;12
29/03/2017;13;8;7;12;2;2;1;2;10;11;4;11;9;10
29/03/2017;14;6;6;12;0;4;0;0;8;10;3;8;8;12
29/03/2017;15;3;8;13;2;4;0;n/d;4;8;7;8;9;12
29/03/2017;16;2;8;12;4;10;0;1;3;7;4;8;8;10
29/03/2017;17;4;10;11;4;9;0;4;3;8;3;7;15;15
29/03/2017;18;3;7;10;4;7;5;7;7;9;4;16;6;12
29/03/2017;19;8;8;10;2;17;6;6;5;10;3;20;5;20
29/03/2017;20;13;14;13;0;9;4;5;10;16;8;23;5;23
29/03/2017;21;7;19;26;1;14;4;4;18;17;15;24;7;19
29/03/2017;22;11;18;26;4;13;7;6;9;21;8;26;8;24
29/03/2017;23;14;16;18;4;10;8;5;8;21;7;13;15;16
29/03/2017;24;14;12;12;4;9;6;4;6;17;7;13;9;10
30/03/2017;1;13;10;13;5;9;2;3;7;14;7;8;7;13
30/03/2017;2;11;11;15;2;11;3;4;8;12;9;8;10;15
30/03/2017;3;10;11;15;4;8;4;7;8;12;9;8;8;11
30/03/2017;4;12;9;23;4;12;4;5;10;11;9;8;7;16
30/03/2017;5;13;17;31;1;16;3;4;13;12;11;13;10;25
30/03/2017;6;18;17;31;2;17;5;5;17;13;15;11;13;35
30/03/2017;7;23;25;33;7;22;16;6;21;19;15;9;11;28
30/03/2017;8;27;16;31;5;17;8;5;18;22;14;16;9;30
30/03/2017;9;20;15;25;1;6;6;6;14;23;16;17;11;20
30/03/2017;10;17;7;21;4;7;4;6;11;20;8;20;9;19
30/03/2017;11;15;4;19;5;6;2;6;6;16;8;10;8;15
30/03/2017;12;10;2;11;3;6;n/d;3;2;15;4;10;7;8
30/03/2017;13;5;4;12;1;6;8;3;1;10;n/d;11;4;7
30/03/2017;14;2;13;9;2;3;5;1;1;9;3;6;2;8
30/03/2017;15;5;9;12;3;2;n/d;1;3;8;5;3;2;10
30/03/2017;16;7;13;15;3;4;2;5;3;8;5;6;4;7
30/03/2017;17;6;8;14;5;5;6;6;4;9;5;5;3;13
30/03/2017;18;6;16;14;4;7;6;7;7;10;6;12;6;12
30/03/2017;19;9;12;13;0;9;4;5;13;10;7;9;7;22
30/03/2017;20;9;11;21;0;11;6;3;9;14;12;10;7;21
30/03/2017;21;7;11;17;3;18;8;3;10;14;11;17;7;20
30/03/2017;22;15;12;16;4;8;5;5;14;14;13;12;16;24
30/03/2017;23;13;12;20;9;13;3;4;10;15;11;9;11;19
30/03/2017;24;11;11;18;8;8;6;4;9;14;12;6;9;16
31/03/2017;1;11;9;12;5;8;10;4;8;14;13;5;10;13
31/03/2017;2;10;8;11;4;7;9;6;8;14;10;6;7;16
31/03/2017;3;11;8;16;7;11;6;6;5;12;13;7;9;17
31/03/2017;4;13;8;24;10;7;3;6;10;11;12;8;7;19
31/03/2017;5;9;13;33;9;7;6;6;10;12;14;14;7;28
31/03/2017;6;7;12;30;6;15;4;6;12;13;13;12;11;28
31/03/2017;7;12;10;24;6;16;2;8;11;14;10;11;12;22
31/03/2017;8;12;12;20;4;8;4;6;11;11;8;8;10;20
31/03/2017;9;12;9;15;2;7;5;5;16;11;8;13;7;19
31/03/2017;10;9;10;19;6;10;5;7;9;12;8;10;7;14
31/03/2017;11;15;8;20;5;9;12;7;13;13;9;14;8;17
31/03/2017;12;11;8;18;5;6;7;6;11;14;9;12;8;12
31/03/2017;13;9;11;19;3;11;12;5;12;16;8;10;11;15
31/03/2017;14;15;12;12;5;9;8;4;11;11;6;6;7;13
31/03/2017;15;12;7;12;4;5;4;4;9;9;5;11;4;10
31/03/2017;16;8;6;10;2;5;1;4;7;9;6;8;4;8
31/03/2017;17;3;7;9;n/d;5;n/d;5;5;9;6;7;3;8
31/03/2017;18;3;6;6;2;4;n/d;6;11;9;5;8;5;8
31/03/2017;19;8;8;15;1;4;4;5;6;11;8;8;4;13
31/03/2017;20;3;7;20;2;5;3;4;2;10;6;6;3;16
31/03/2017;21;5;5;19;5;5;2;3;4;9;7;9;5;13
31/03/2017;22;7;7;17;5;5;3;4;6;8;5;7;5;14
31/03/2017;23;6;6;11;3;6;1;3;5;8;3;6;7;11
31/03/2017;24;7;4;11;3;8;1;2;6;8;4;7;6;11
01/04/2017;1;6;7;9;2;5;0;0;4;6;6;5;4;8
01/04/2017;2;5;6;8;2;4;2;0;4;7;4;5;4;7
01/04/2017;3;3;6;12;5;7;1;1;4;6;1;5;3;12
01/04/2017;4;4;7;10;5;8;0;1;3;6;8;7;1;10
01/04/2017;5;4;5;15;3;6;1;0;3;6;7;7;1;9
01/04/2017;6;5;6;11;1;3;0;1;7;5;4;6;3;15
01/04/2017;7;5;5;16;2;10;1;3;6;6;6;6;5;11
01/04/2017;8;6;5;24;1;11;2;4;9;7;7;12;5;7
01/04/2017;9;6;7;24;3;9;2;4;9;8;8;10;3;9
01/04/2017;10;6;6;21;4;6;7;6;4;8;7;10;3;6
01/04/2017;11;4;6;19;5;4;9;9;1;8;4;10;4;8
01/04/2017;12;3;6;15;3;4;7;5;2;8;4;6;3;7
01/04/2017;13;7;6;20;10;2;7;2;3;9;4;7;1;7
01/04/2017;14;5;7;15;7;0;6;4;4;11;2;6;3;7
01/04/2017;15;7;7;13;5;1;3;6;3;8;5;14;3;5
01/04/2017;16;7;4;18;4;4;3;5;5;7;6;8;3;4
01/04/2017;17;8;5;11;2;5;3;4;5;8;6;11;9;5
01/04/2017;18;5;5;16;2;4;1;3;5;11;8;8;4;11
01/04/2017;19;6;12;21;4;3;3;1;7;9;9;9;3;15
01/04/2017;20;6;11;19;4;9;4;1;9;12;5;10;5;16
01/04/2017;21;8;16;21;4;5;5;2;10;12;3;7;4;19
01/04/2017;22;6;6;12;2;1;8;3;9;12;6;11;3;16
01/04/2017;23;5;5;10;n/d;5;9;3;5;9;n/d;8;1;21
01/04/2017;24;5;5;10;n/d;5;7;6;5;7;10;12;0;20
02/04/2017;1;4;9;13;2;5;5;5;4;8;7;10;0;13
02/04/2017;2;6;8;12;3;6;4;3;11;8;7;13;0;15
02/04/2017;3;8;7;11;7;8;4;3;10;7;7;13;3;21
02/04/2017;4;8;7;12;5;6;1;3;7;8;8;14;3;16
02/04/2017;5;9;7;8;4;9;2;3;6;8;10;14;2;11
02/04/2017;6;9;5;10;8;7;5;6;9;8;8;15;4;10
02/04/2017;7;10;5;10;5;8;4;6;6;7;11;14;4;13
02/04/2017;8;12;11;13;0;8;6;5;13;8;9;10;4;22
02/04/2017;9;15;10;16;2;7;n/d;5;13;10;7;12;4;25
02/04/2017;10;16;13;13;7;7;n/d;n/d;9;10;4;14;4;9
02/04/2017;11;12;11;13;7;7;n/d;6;6;13;2;12;4;8
02/04/2017;12;7;7;17;4;4;9;2;9;15;5;9;5;10
02/04/2017;13;10;6;9;6;4;7;6;7;14;7;14;23;12
02/04/2017;14;9;9;16;7;4;4;6;6;10;9;9;5;11
02/04/2017;15;11;9;10;5;5;3;6;6;11;7;10;4;10
02/04/2017;16;8;9;10;3;4;7;6;7;11;7;9;5;10
02/04/2017;17;8;8;10;1;8;27;7;7;9;9;11;5;16
02/04/2017;18;9;7;8;6;9;14;8;7;10;9;12;6;9
02/04/2017;19;9;10;12;7;7;9;6;8;9;9;12;5;13
02/04/2017;20;8;9;17;12;9;4;10;9;13;9;n/d;8;13
02/04/2017;21;11;8;20;9;9;4;6;8;12;11;13;6;12
02/04/2017;22;8;11;13;5;6;9;6;12;12;7;13;6;17
02/04/2017;23;9;10;9;5;6;6;10;9;13;10;17;5;18
02/04/2017;24;9;7;7;2;3;3;9;11;12;9;15;11;11
03/04/2017;1;12;10;13;1;4;3;6;11;12;9;9;10;11
03/04/2017;2;15;12;16;10;9;5;8;8;18;12;9;13;14
03/04/2017;3;13;15;15;5;9;7;6;17;19;21;10;16;38
03/04/2017;4;14;18;28;9;8;6;8;16;21;n/d;15;17;28
03/04/2017;5;16;15;33;8;22;10;13;21;22;23;24;19;27
03/04/2017;6;20;18;34;15;21;9;14;21;26;24;32;22;32
03/04/2017;7;30;19;36;13;17;14;15;24;28;26;27;24;25
03/04/2017;8;35;25;33;19;24;20;19;24;31;30;30;22;36
03/04/2017;9;33;29;35;15;28;18;25;31;35;25;42;20;35
03/04/2017;10;37;27;38;6;19;11;18;36;37;25;44;23;37
03/04/2017;11;34;19;26;6;12;6;14;14;32;17;23;17;19
03/04/2017;12;23;15;12;10;10;5;9;11;23;14;21;12;14
03/04/2017;13;14;8;12;4;9;9;8;9;20;11;16;7;10
03/04/2017;14;13;9;20;4;8;8;5;7;16;12;18;3;13
03/04/2017;15;14;10;17;5;8;8;8;8;17;11;14;4;13
03/04/2017;16;7;7;14;9;10;6;12;6;16;9;17;5;11
03/04/2017;17;7;5;22;7;10;3;12;7;14;7;13;3;12
03/04/2017;18;8;18;16;6;8;4;11;9;15;10;17;8;14
03/04/2017;19;11;16;17;5;14;5;12;11;16;12;14;9;20
03/04/2017;20;17;19;23;7;21;5;13;16;18;18;20;11;27
03/04/2017;21;21;13;27;7;19;10;8;27;19;16;22;13;33
03/04/2017;22;22;16;32;6;13;8;8;24;21;19;27;11;35
03/04/2017;23;24;17;29;13;16;9;8;22;19;20;28;17;32
03/04/2017;24;22;18;20;10;21;7;6;18;23;23;16;18;24
04/04/2017;1;20;18;17;7;14;11;10;15;21;17;19;12;20
04/04/2017;2;22;16;18;9;12;7;8;14;22;19;19;15;24
04/04/2017;3;23;19;23;8;11;7;10;20;23;21;26;14;27
04/04/2017;4;24;14;26;12;14;9;10;20;27;21;26;16;27
04/04/2017;5;24;17;32;11;17;15;9;21;23;21;30;13;35
04/04/2017;6;24;19;36;6;24;13;7;25;26;22;36;19;34
04/04/2017;7;29;18;30;9;21;13;11;25;29;24;29;15;27
04/04/2017;8;29;20;26;12;22;24;13;n/d;33;26;n/d;16;43
04/04/2017;9;25;28;35;11;n/d;18;22;n/d;34;34;n/d;16;36
04/04/2017;10;31;22;33;12;26;18;21;20;34;31;n/d;18;37
04/04/2017;11;28;20;29;10;16;20;21;25;33;27;21;18;30
04/04/2017;12;24;14;29;11;18;9;15;19;32;19;16;6;26
04/04/2017;13;20;17;19;13;16;7;13;17;29;17;16;8;20
04/04/2017;14;15;10;14;8;23;7;15;9;22;12;13;6;19
04/04/2017;15;11;10;14;15;17;6;10;13;15;11;13;5;13
04/04/2017;16;8;13;15;10;13;4;9;7;10;9;12;5;11
04/04/2017;17;9;13;16;6;9;7;n/d;7;8;10;14;9;11
04/04/2017;18;12;12;19;7;8;10;9;10;12;11;16;7;12
04/04/2017;19;12;10;16;6;9;9;10;14;18;12;12;7;12
04/04/2017;20;8;6;12;5;12;11;13;10;25;9;12;5;10
04/04/2017;21;6;8;8;14;9;5;9;8;10;6;9;2;7
04/04/2017;22;5;7;7;13;8;0;7;6;7;3;7;1;6
04/04/2017;23;6;5;12;9;5;0;8;7;9;6;5;5;10
04/04/2017;24;10;9;10;5;3;2;6;11;13;10;6;10;15
05/04/2017;1;16;14;20;8;13;7;7;19;16;19;12;16;18
05/04/2017;2;20;22;23;11;18;8;9;28;20;20;19;23;26
05/04/2017;3;24;27;25;20;21;8;21;33;25;20;18;26;28
05/04/2017;4;27;40;27;26;22;17;19;30;30;33;28;26;36
05/04/2017;5;30;51;35;22;25;23;21;33;32;28;33;31;35
05/04/2017;6;33;35;45;28;28;20;27;34;33;33;37;36;39
05/04/2017;7;38;36;45;25;34;23;25;43;40;43;34;30;46
05/04/2017;8;35;26;32;39;44;24;34;35;42;38;36;19;42
05/04/2017;9;22;16;23;47;44;18;31;22;31;25;25;19;29
05/04/2017;10;22;21;28;39;35;23;29;18;n/d;21;23;n/d;26
05/04/2017;11;24;17;27;28;38;25;34;23;n/d;22;24;n/d;27
05/04/2017;12;21;13;20;35;24;18;25;13;n/d;18;22;n/d;23
05/04/2017;13;16;9;15;20;21;17;24;8;n/d;10;18;n/d;15
05/04/2017;14;12;8;12;16;6;8;19;10;12;14;10;n/d;11
05/04/2017;15;10;5;12;7;9;7;11;6;12;9;10;6;9
05/04/2017;16;9;7;13;6;7;10;9;6;12;4;14;6;12
05/04/2017;17;12;10;20;5;8;7;6;5;14;10;14;8;14
05/04/2017;18;14;12;16;7;9;9;6;13;17;10;14;14;18
05/04/2017;19;14;16;16;8;14;12;12;16;19;17;17;11;16
05/04/2017;20;15;10;16;7;14;17;9;11;21;12;16;10;14
05/04/2017;21;11;13;14;12;13;5;14;8;15;13;12;8;14
05/04/2017;22;11;11;14;9;10;8;11;8;13;11;17;8;14
05/04/2017;23;9;11;11;12;7;5;8;24;11;12;8;5;11
05/04/2017;24;9;7;9;8;11;1;7;8;9;13;6;6;7
06/04/2017;1;7;8;11;7;7;2;5;6;9;7;4;8;8
06/04/2017;2;7;8;10;5;6;6;6;9;7;9;7;6;9
06/04/2017;3;9;7;13;3;6;5;4;8;10;10;9;4;10
06/04/2017;4;9;6;12;4;5;7;4;4;9;12;10;5;12
06/04/2017;5;9;9;19;7;6;5;7;3;11;10;14;10;13
06/04/2017;6;9;10;18;8;12;5;8;9;12;7;19;8;20
06/04/2017;7;9;10;19;8;12;7;5;10;13;14;13;12;15
06/04/2017;8;11;12;18;15;15;5;5;13;16;14;17;10;19
06/04/2017;9;9;11;16;8;11;9;6;10;14;7;16;7;15
06/04/2017;10;9;8;15;8;7;7;9;9;11;4;14;4;12
06/04/2017;11;8;8;20;5;7;3;8;5;11;8;15;5;11
06/04/2017;12;7;12;12;5;12;2;6;6;6;7;14;6;13
06/04/2017;13;n/d;10;17;10;7;5;7;7;7;6;14;5;14
06/04/2017;14;n/d;7;17;10;7;8;7;8;13;11;17;8;15
06/04/2017;15;n/d;9;17;6;7;8;14;8;12;11;21;12;15
06/04/2017;16;n/d;10;18;3;8;8;11;13;13;13;17;12;14
06/04/2017;17;12;10;16;6;12;5;9;10;14;10;19;11;17
06/04/2017;18;10;8;16;9;9;8;9;8;15;15;19;10;19
06/04/2017;19;11;11;24;8;10;8;9;13;16;15;19;7;24
06/04/2017;20;14;16;18;5;16;11;7;11;18;12;22;11;24
06/04/2017;21;16;n/d;17;7;14;14;7;16;16;11;16;10;23
06/04/2017;22;18;n/d;20;10;13;8;6;19;15;11;10;13;25
06/04/2017;23;15;18;19;8;14;9;6;16;16;17;19;12;19
06/04/2017;24;14;14;18;8;16;10;9;16;16;17;18;12;21
07/04/2017;1;18;14;18;5;14;8;11;13;17;n/d;14;20;23
07/04/2017;2;17;9;18;13;12;8;9;13;16;16;16;13;20
07/04/2017;3;16;8;20;6;14;6;9;12;18;17;21;16;23
07/04/2017;4;14;14;20;6;16;7;8;10;19;16;23;16;28
07/04/2017;5;16;12;35;12;12;10;10;12;21;17;29;16;32
07/04/2017;6;21;15;38;8;22;18;12;20;22;16;33;35;41
07/04/2017;7;26;19;29;5;24;18;17;22;23;25;25;22;33
07/04/2017;8;28;18;31;10;23;19;19;28;27;20;29;14;32
07/04/2017;9;26;20;33;9;16;15;11;32;30;27;36;18;30
07/04/2017;10;22;19;28;6;15;21;15;21;31;27;36;13;31
07/04/2017;11;22;15;22;7;23;19;18;12;30;22;28;14;28
07/04/2017;12;22;15;24;12;15;17;15;14;26;17;27;14;23
07/04/2017;13;23;20;28;9;17;21;17;17;25;20;28;19;25
07/04/2017;14;22;21;28;9;22;20;15;14;27;16;23;17;25
07/04/2017;15;23;16;27;12;13;16;19;15;n/d;17;22;15;20
07/04/2017;16;21;14;24;14;18;17;18;12;n/d;15;23;15;17
07/04/2017;17;17;14;20;12;17;18;17;14;24;12;18;12;21
07/04/2017;18;16;19;21;16;17;12;21;17;24;17;17;14;25
07/04/2017;19;17;19;27;8;18;13;15;14;26;15;20;21;32
07/04/2017;20;23;21;34;11;24;19;10;24;25;20;26;28;36
07/04/2017;21;27;31;37;7;22;18;10;26;30;32;30;28;39
07/04/2017;22;30;30;38;10;32;12;11;29;37;28;37;32;45
07/04/2017;23;33;34;37;8;27;23;15;30;49;32;37;30;45
07/04/2017;24;36;25;39;7;20;18;11;28;40;n/d;34;33;37
08/04/2017;1;36;27;29;13;17;17;13;36;41;33;36;34;38
08/04/2017;2;35;31;38;16;17;17;17;31;39;28;33;32;35
08/04/2017;3;35;34;39;9;17;19;26;32;36;28;32;36;36
08/04/2017;4;37;28;39;11;21;27;23;32;40;30;38;32;42
08/04/2017;5;38;30;52;11;22;33;25;30;n/d;37;34;33;46
08/04/2017;6;39;31;46;14;19;34;27;34;n/d;36;49;38;49
08/04/2017;7;40;31;48;16;31;34;24;35;n/d;41;47;41;50
08/04/2017;8;42;39;54;18;32;37;36;42;47;39;55;45;48
08/04/2017;9;44;50;48;27;37;35;31;41;53;27;48;44;41
08/04/2017;10;44;41;41;20;23;28;31;36;51;27;44;36;50
08/04/2017;11;46;41;42;16;19;17;31;34;50;28;39;31;41
08/04/2017;12;43;34;40;20;23;19;21;35;45;26;38;31;41
08/04/2017;13;40;26;32;13;24;14;17;30;49;19;44;28;37
08/04/2017;14;32;21;28;11;15;22;14;27;48;22;36;24;34
08/04/2017;15;28;16;23;12;17;17;12;19;42;24;24;18;25
08/04/2017;16;25;15;22;8;19;15;12;16;38;18;26;13;23
08/04/2017;17;22;13;27;11;16;10;12;16;26;18;25;17;31
08/04/2017;18;21;19;24;12;18;21;11;19;27;17;26;20;28
08/04/2017;19;23;26;30;10;24;26;n/d;27;28;24;21;19;36
08/04/2017;20;25;24;36;12;42;23;17;34;32;27;30;18;50
08/04/2017;21;27;24;35;11;32;18;18;35;37;31;28;14;50
08/04/2017;22;26;31;39;10;33;21;18;30;38;35;36;23;43
08/04/2017;23;30;27;36;10;25;24;13;34;39;41;38;32;44
08/04/2017;24;36;31;44;10;23;21;21;36;42;37;47;31;55
09/04/2017;1;39;34;39;14;22;23;21;33;44;38;49;37;41
09/04/2017;2;42;35;47;10;20;24;20;37;40;40;48;37;42
09/04/2017;3;46;31;46;10;18;22;18;34;39;36;41;39;44
09/04/2017;4;44;33;45;16;20;24;17;35;41;35;44;37;48
09/04/2017;5;45;34;46;17;22;24;22;33;43;38;44;38;48
09/04/2017;6;45;31;48;17;23;21;20;39;45;33;50;32;49
09/04/2017;7;46;33;48;20;26;26;27;40;48;41;39;31;49
